,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
214,SOX6,d7c516c8ffed08246fa36b94eaee35a5,841,SMART,SM00398,hmgende2,633,703,1.7E-25,T,19-11-2025,IPR009071,High mobility group box domain,-,Reactome:R-BTA-140342|Reactome:R-BTA-3214815|Reactome:R-BTA-445989|Reactome:R-BTA-5620971|Reactome:R-BTA-5686938|Reactome:R-BTA-6798695|Reactome:R-BTA-879415|Reactome:R-BTA-933542|Reactome:R-BTA-983231|Reactome:R-CEL-112382|Reactome:R-CEL-140342|Reactome:R-CEL-201722|Reactome:R-CEL-3769402|Reactome:R-CEL-4086398|Reactome:R-CEL-4641265|Reactome:R-CEL-5620971|Reactome:R-CEL-5686938|Reactome:R-CEL-674695|Reactome:R-CEL-6796648|Reactome:R-CEL-6798695|Reactome:R-CEL-6804756|Reactome:R-CEL-75955|Reactome:R-CEL-8853884|Reactome:R-CEL-8951430|Reactome:R-CEL-9825892|Reactome:R-CFA-140342|Reactome:R-CFA-3769402|Reactome:R-CFA-445989|Reactome:R-CFA-5620971|Reactome:R-CFA-5686938|Reactome:R-CFA-6798695|Reactome:R-CFA-879415|Reactome:R-CFA-933542|Reactome:R-DDI-140342|Reactome:R-DDI-163282|Reactome:R-DDI-5620971|Reactome:R-DDI-5686938|Reactome:R-DDI-6798695|Reactome:R-DDI-879415|Reactome:R-DDI-9837999|Reactome:R-DME-112382|Reactome:R-DME-140342|Reactome:R-DME-163282|Reactome:R-DME-201722|Reactome:R-DME-209394|Reactome:R-DME-209421|Reactome:R-DME-209441|Reactome:R-DME-3769402|Reactome:R-DME-4086398|Reactome:R-DME-4641265|Reactome:R-DME-5620971|Reactome:R-DME-5686938|Reactome:R-DME-674695|Reactome:R-DME-6796648|Reactome:R-DME-6798695|Reactome:R-DME-6804756|Reactome:R-DME-75955|Reactome:R-DME-8853884|Reactome:R-DME-8951430|Reactome:R-DME-9825892|Reactome:R-DME-9837999|Reactome:R-DRE-201722|Reactome:R-DRE-3769402|Reactome:R-DRE-4641265|Reactome:R-GGA-140342|Reactome:R-GGA-3769402|Reactome:R-GGA-5620971|Reactome:R-GGA-5686938|Reactome:R-GGA-6798695|Reactome:R-GGA-8878166|Reactome:R-GGA-9856649|Reactome:R-HSA-112382|Reactome:R-HSA-1236974|Reactome:R-HSA-140342|Reactome:R-HSA-163282|Reactome:R-HSA-166058|Reactome:R-HSA-167152|Reactome:R-HSA-167200|Reactome:R-HSA-167238|Reactome:R-HSA-167243|Reactome:R-HSA-167246|Reactome:R-HSA-167287|Reactome:R-HSA-167290|Reactome:R-HSA-201722|Reactome:R-HSA-2151201|Reactome:R-HSA-2892245|Reactome:R-HSA-2892247|Reactome:R-HSA-3108214|Reactome:R-HSA-3214815|Reactome:R-HSA-3214841|Reactome:R-HSA-3214858|Reactome:R-HSA-3769402|Reactome:R-HSA-381771|Reactome:R-HSA-4086398|Reactome:R-HSA-427413|Reactome:R-HSA-4411364|Reactome:R-HSA-445989|Reactome:R-HSA-452723|Reactome:R-HSA-4641265|Reactome:R-HSA-5339700|Reactome:R-HSA-5601884|Reactome:R-HSA-5602498|Reactome:R-HSA-5603041|Reactome:R-HSA-5617472|Reactome:R-HSA-5620971|Reactome:R-HSA-5686938|Reactome:R-HSA-5693565|Reactome:R-HSA-5693571|Reactome:R-HSA-5693607|Reactome:R-HSA-674695|Reactome:R-HSA-6785807|Reactome:R-HSA-6796648|Reactome:R-HSA-6798695|Reactome:R-HSA-6804756|Reactome:R-HSA-69473|Reactome:R-HSA-73728|Reactome:R-HSA-73762|Reactome:R-HSA-73772|Reactome:R-HSA-73863|Reactome:R-HSA-75955|Reactome:R-HSA-877300|Reactome:R-HSA-879415|Reactome:R-HSA-8853884|Reactome:R-HSA-8878166|Reactome:R-HSA-8936459|Reactome:R-HSA-8939243|Reactome:R-HSA-8951430|Reactome:R-HSA-8986944|Reactome:R-HSA-933542|Reactome:R-HSA-9616222|Reactome:R-HSA-9619665|Reactome:R-HSA-9679191|Reactome:R-HSA-9690406|Reactome:R-HSA-9733709|Reactome:R-HSA-9754189|Reactome:R-HSA-9764302|Reactome:R-HSA-9772755|Reactome:R-HSA-9793380|Reactome:R-HSA-9796292|Reactome:R-HSA-9818564|Reactome:R-HSA-9823730|Reactome:R-HSA-9823739|Reactome:R-HSA-9824272|Reactome:R-HSA-9824585|Reactome:R-HSA-9825892|Reactome:R-HSA-9827857|Reactome:R-HSA-983231|Reactome:R-HSA-9832991|Reactome:R-HSA-9834899|Reactome:R-HSA-9837999|Reactome:R-HSA-9841922|Reactome:R-HSA-9845323|Reactome:R-HSA-9856649|Reactome:R-HSA-9925561|Reactome:R-HSA-9926550|Reactome:R-MMU-112382|Reactome:R-MMU-140342|Reactome:R-MMU-163282|Reactome:R-MMU-201722|Reactome:R-MMU-3214815|Reactome:R-MMU-3214841|Reactome:R-MMU-3214858|Reactome:R-MMU-3769402|Reactome:R-MMU-4086398|Reactome:R-MMU-445989|Reactome:R-MMU-4641265|Reactome:R-MMU-5620971|Reactome:R-MMU-5686938|Reactome:R-MMU-5693565|Reactome:R-MMU-5693571|Reactome:R-MMU-5693607|Reactome:R-MMU-674695|Reactome:R-MMU-6796648|Reactome:R-MMU-6798695|Reactome:R-MMU-6804756|Reactome:R-MMU-69473|Reactome:R-MMU-73728|Reactome:R-MMU-73762|Reactome:R-MMU-73772|Reactome:R-MMU-73863|Reactome:R-MMU-75955|Reactome:R-MMU-879415|Reactome:R-MMU-8878166|Reactome:R-MMU-8936459|Reactome:R-MMU-8939243|Reactome:R-MMU-8951430|Reactome:R-MMU-933542|Reactome:R-MMU-9772755|Reactome:R-MMU-9818564|Reactome:R-MMU-9825892|Reactome:R-MMU-983231|Reactome:R-MMU-9837999|Reactome:R-MMU-9856649|Reactome:R-RNO-112382|Reactome:R-RNO-140342|Reactome:R-RNO-163282|Reactome:R-RNO-201722|Reactome:R-RNO-3214858|Reactome:R-RNO-3769402|Reactome:R-RNO-4086398|Reactome:R-RNO-445989|Reactome:R-RNO-4641265|Reactome:R-RNO-5620971|Reactome:R-RNO-5686938|Reactome:R-RNO-674695|Reactome:R-RNO-6796648|Reactome:R-RNO-6798695|Reactome:R-RNO-6804756|Reactome:R-RNO-73728|Reactome:R-RNO-73762|Reactome:R-RNO-73772|Reactome:R-RNO-73863|Reactome:R-RNO-75955|Reactome:R-RNO-879415|Reactome:R-RNO-8939243|Reactome:R-RNO-8951430|Reactome:R-RNO-933542|Reactome:R-RNO-9825892|Reactome:R-RNO-9837999|Reactome:R-RNO-9856649|Reactome:R-SCE-140342|Reactome:R-SCE-163282|Reactome:R-SCE-5620971|Reactome:R-SCE-5686938|Reactome:R-SCE-6798695|Reactome:R-SCE-9837999|Reactome:R-SPO-140342|Reactome:R-SPO-163282|Reactome:R-SPO-3214842|Reactome:R-SPO-5620971|Reactome:R-SPO-5625886|Reactome:R-SPO-5686938|Reactome:R-SPO-6798695|Reactome:R-SPO-9018519|Reactome:R-SPO-9837999|Reactome:R-SPO-9856649|Reactome:R-SSC-140342|Reactome:R-SSC-163282|Reactome:R-SSC-3769402|Reactome:R-SSC-9837999|Reactome:R-SSC-9856649|Reactome:R-XTR-3769402|Reactome:R-XTR-8878166|Reactome:R-XTR-9825892|Reactome:R-XTR-9856649
215,SOX6,d7c516c8ffed08246fa36b94eaee35a5,841,MobiDBLite,mobidb-lite,consensus disorder prediction,766,794,-,T,19-11-2025,-,-,-,-
216,SOX6,d7c516c8ffed08246fa36b94eaee35a5,841,MobiDBLite,mobidb-lite,consensus disorder prediction,766,841,-,T,19-11-2025,-,-,-,-
217,SOX6,d7c516c8ffed08246fa36b94eaee35a5,841,Pfam,PF00505,HMG (high mobility group) box,634,702,1.9E-18,T,19-11-2025,IPR009071,High mobility group box domain,-,Reactome:R-BTA-140342|Reactome:R-BTA-3214815|Reactome:R-BTA-445989|Reactome:R-BTA-5620971|Reactome:R-BTA-5686938|Reactome:R-BTA-6798695|Reactome:R-BTA-879415|Reactome:R-BTA-933542|Reactome:R-BTA-983231|Reactome:R-CEL-112382|Reactome:R-CEL-140342|Reactome:R-CEL-201722|Reactome:R-CEL-3769402|Reactome:R-CEL-4086398|Reactome:R-CEL-4641265|Reactome:R-CEL-5620971|Reactome:R-CEL-5686938|Reactome:R-CEL-674695|Reactome:R-CEL-6796648|Reactome:R-CEL-6798695|Reactome:R-CEL-6804756|Reactome:R-CEL-75955|Reactome:R-CEL-8853884|Reactome:R-CEL-8951430|Reactome:R-CEL-9825892|Reactome:R-CFA-140342|Reactome:R-CFA-3769402|Reactome:R-CFA-445989|Reactome:R-CFA-5620971|Reactome:R-CFA-5686938|Reactome:R-CFA-6798695|Reactome:R-CFA-879415|Reactome:R-CFA-933542|Reactome:R-DDI-140342|Reactome:R-DDI-163282|Reactome:R-DDI-5620971|Reactome:R-DDI-5686938|Reactome:R-DDI-6798695|Reactome:R-DDI-879415|Reactome:R-DDI-9837999|Reactome:R-DME-112382|Reactome:R-DME-140342|Reactome:R-DME-163282|Reactome:R-DME-201722|Reactome:R-DME-209394|Reactome:R-DME-209421|Reactome:R-DME-209441|Reactome:R-DME-3769402|Reactome:R-DME-4086398|Reactome:R-DME-4641265|Reactome:R-DME-5620971|Reactome:R-DME-5686938|Reactome:R-DME-674695|Reactome:R-DME-6796648|Reactome:R-DME-6798695|Reactome:R-DME-6804756|Reactome:R-DME-75955|Reactome:R-DME-8853884|Reactome:R-DME-8951430|Reactome:R-DME-9825892|Reactome:R-DME-9837999|Reactome:R-DRE-201722|Reactome:R-DRE-3769402|Reactome:R-DRE-4641265|Reactome:R-GGA-140342|Reactome:R-GGA-3769402|Reactome:R-GGA-5620971|Reactome:R-GGA-5686938|Reactome:R-GGA-6798695|Reactome:R-GGA-8878166|Reactome:R-GGA-9856649|Reactome:R-HSA-112382|Reactome:R-HSA-1236974|Reactome:R-HSA-140342|Reactome:R-HSA-163282|Reactome:R-HSA-166058|Reactome:R-HSA-167152|Reactome:R-HSA-167200|Reactome:R-HSA-167238|Reactome:R-HSA-167243|Reactome:R-HSA-167246|Reactome:R-HSA-167287|Reactome:R-HSA-167290|Reactome:R-HSA-201722|Reactome:R-HSA-2151201|Reactome:R-HSA-2892245|Reactome:R-HSA-2892247|Reactome:R-HSA-3108214|Reactome:R-HSA-3214815|Reactome:R-HSA-3214841|Reactome:R-HSA-3214858|Reactome:R-HSA-3769402|Reactome:R-HSA-381771|Reactome:R-HSA-4086398|Reactome:R-HSA-427413|Reactome:R-HSA-4411364|Reactome:R-HSA-445989|Reactome:R-HSA-452723|Reactome:R-HSA-4641265|Reactome:R-HSA-5339700|Reactome:R-HSA-5601884|Reactome:R-HSA-5602498|Reactome:R-HSA-5603041|Reactome:R-HSA-5617472|Reactome:R-HSA-5620971|Reactome:R-HSA-5686938|Reactome:R-HSA-5693565|Reactome:R-HSA-5693571|Reactome:R-HSA-5693607|Reactome:R-HSA-674695|Reactome:R-HSA-6785807|Reactome:R-HSA-6796648|Reactome:R-HSA-6798695|Reactome:R-HSA-6804756|Reactome:R-HSA-69473|Reactome:R-HSA-73728|Reactome:R-HSA-73762|Reactome:R-HSA-73772|Reactome:R-HSA-73863|Reactome:R-HSA-75955|Reactome:R-HSA-877300|Reactome:R-HSA-879415|Reactome:R-HSA-8853884|Reactome:R-HSA-8878166|Reactome:R-HSA-8936459|Reactome:R-HSA-8939243|Reactome:R-HSA-8951430|Reactome:R-HSA-8986944|Reactome:R-HSA-933542|Reactome:R-HSA-9616222|Reactome:R-HSA-9619665|Reactome:R-HSA-9679191|Reactome:R-HSA-9690406|Reactome:R-HSA-9733709|Reactome:R-HSA-9754189|Reactome:R-HSA-9764302|Reactome:R-HSA-9772755|Reactome:R-HSA-9793380|Reactome:R-HSA-9796292|Reactome:R-HSA-9818564|Reactome:R-HSA-9823730|Reactome:R-HSA-9823739|Reactome:R-HSA-9824272|Reactome:R-HSA-9824585|Reactome:R-HSA-9825892|Reactome:R-HSA-9827857|Reactome:R-HSA-983231|Reactome:R-HSA-9832991|Reactome:R-HSA-9834899|Reactome:R-HSA-9837999|Reactome:R-HSA-9841922|Reactome:R-HSA-9845323|Reactome:R-HSA-9856649|Reactome:R-HSA-9925561|Reactome:R-HSA-9926550|Reactome:R-MMU-112382|Reactome:R-MMU-140342|Reactome:R-MMU-163282|Reactome:R-MMU-201722|Reactome:R-MMU-3214815|Reactome:R-MMU-3214841|Reactome:R-MMU-3214858|Reactome:R-MMU-3769402|Reactome:R-MMU-4086398|Reactome:R-MMU-445989|Reactome:R-MMU-4641265|Reactome:R-MMU-5620971|Reactome:R-MMU-5686938|Reactome:R-MMU-5693565|Reactome:R-MMU-5693571|Reactome:R-MMU-5693607|Reactome:R-MMU-674695|Reactome:R-MMU-6796648|Reactome:R-MMU-6798695|Reactome:R-MMU-6804756|Reactome:R-MMU-69473|Reactome:R-MMU-73728|Reactome:R-MMU-73762|Reactome:R-MMU-73772|Reactome:R-MMU-73863|Reactome:R-MMU-75955|Reactome:R-MMU-879415|Reactome:R-MMU-8878166|Reactome:R-MMU-8936459|Reactome:R-MMU-8939243|Reactome:R-MMU-8951430|Reactome:R-MMU-933542|Reactome:R-MMU-9772755|Reactome:R-MMU-9818564|Reactome:R-MMU-9825892|Reactome:R-MMU-983231|Reactome:R-MMU-9837999|Reactome:R-MMU-9856649|Reactome:R-RNO-112382|Reactome:R-RNO-140342|Reactome:R-RNO-163282|Reactome:R-RNO-201722|Reactome:R-RNO-3214858|Reactome:R-RNO-3769402|Reactome:R-RNO-4086398|Reactome:R-RNO-445989|Reactome:R-RNO-4641265|Reactome:R-RNO-5620971|Reactome:R-RNO-5686938|Reactome:R-RNO-674695|Reactome:R-RNO-6796648|Reactome:R-RNO-6798695|Reactome:R-RNO-6804756|Reactome:R-RNO-73728|Reactome:R-RNO-73762|Reactome:R-RNO-73772|Reactome:R-RNO-73863|Reactome:R-RNO-75955|Reactome:R-RNO-879415|Reactome:R-RNO-8939243|Reactome:R-RNO-8951430|Reactome:R-RNO-933542|Reactome:R-RNO-9825892|Reactome:R-RNO-9837999|Reactome:R-RNO-9856649|Reactome:R-SCE-140342|Reactome:R-SCE-163282|Reactome:R-SCE-5620971|Reactome:R-SCE-5686938|Reactome:R-SCE-6798695|Reactome:R-SCE-9837999|Reactome:R-SPO-140342|Reactome:R-SPO-163282|Reactome:R-SPO-3214842|Reactome:R-SPO-5620971|Reactome:R-SPO-5625886|Reactome:R-SPO-5686938|Reactome:R-SPO-6798695|Reactome:R-SPO-9018519|Reactome:R-SPO-9837999|Reactome:R-SPO-9856649|Reactome:R-SSC-140342|Reactome:R-SSC-163282|Reactome:R-SSC-3769402|Reactome:R-SSC-9837999|Reactome:R-SSC-9856649|Reactome:R-XTR-3769402|Reactome:R-XTR-8878166|Reactome:R-XTR-9825892|Reactome:R-XTR-9856649
218,ELF1,13486f7b37a8269d48f077a0acd2258a,619,ProSiteProfiles,PS50061,Ets-domain profile.,208,290,27.50841,T,19-11-2025,IPR000418,Ets domain,GO:0003700(InterPro)|GO:0006355(InterPro)|GO:0043565(InterPro),Reactome:R-BTA-2559585|Reactome:R-BTA-8939247|Reactome:R-CEL-2559585|Reactome:R-CEL-8939245|Reactome:R-DME-2151201|Reactome:R-DME-2559585|Reactome:R-DME-5687128|Reactome:R-DME-8939245|Reactome:R-DME-8939247|Reactome:R-HSA-1912408|Reactome:R-HSA-198753|Reactome:R-HSA-2151201|Reactome:R-HSA-2559585|Reactome:R-HSA-5687128|Reactome:R-HSA-8939236|Reactome:R-HSA-8939245|Reactome:R-HSA-8939247|Reactome:R-HSA-9031628|Reactome:R-HSA-9609690|Reactome:R-HSA-9616222|Reactome:R-HSA-9634638|Reactome:R-HSA-9673768|Reactome:R-HSA-9703465|Reactome:R-MMU-1912408|Reactome:R-MMU-2151201|Reactome:R-MMU-2559585|Reactome:R-MMU-5687128|Reactome:R-MMU-8939245|Reactome:R-MMU-8939247|Reactome:R-RNO-1912408|Reactome:R-RNO-2559585
219,ELF1,13486f7b37a8269d48f077a0acd2258a,619,MobiDBLite,mobidb-lite,consensus disorder prediction,322,335,-,T,19-11-2025,-,-,-,-
220,ELF1,13486f7b37a8269d48f077a0acd2258a,619,MobiDBLite,mobidb-lite,consensus disorder prediction,564,592,-,T,19-11-2025,-,-,-,-
221,ELF1,13486f7b37a8269d48f077a0acd2258a,619,MobiDBLite,mobidb-lite,consensus disorder prediction,300,366,-,T,19-11-2025,-,-,-,-
222,ELF1,13486f7b37a8269d48f077a0acd2258a,619,PRINTS,PR00454,ETS domain signature,208,221,1.5E-26,T,19-11-2025,IPR000418,Ets domain,GO:0003700(InterPro)|GO:0006355(InterPro)|GO:0043565(InterPro),Reactome:R-BTA-2559585|Reactome:R-BTA-8939247|Reactome:R-CEL-2559585|Reactome:R-CEL-8939245|Reactome:R-DME-2151201|Reactome:R-DME-2559585|Reactome:R-DME-5687128|Reactome:R-DME-8939245|Reactome:R-DME-8939247|Reactome:R-HSA-1912408|Reactome:R-HSA-198753|Reactome:R-HSA-2151201|Reactome:R-HSA-2559585|Reactome:R-HSA-5687128|Reactome:R-HSA-8939236|Reactome:R-HSA-8939245|Reactome:R-HSA-8939247|Reactome:R-HSA-9031628|Reactome:R-HSA-9609690|Reactome:R-HSA-9616222|Reactome:R-HSA-9634638|Reactome:R-HSA-9673768|Reactome:R-HSA-9703465|Reactome:R-MMU-1912408|Reactome:R-MMU-2151201|Reactome:R-MMU-2559585|Reactome:R-MMU-5687128|Reactome:R-MMU-8939245|Reactome:R-MMU-8939247|Reactome:R-RNO-1912408|Reactome:R-RNO-2559585
223,ELF1,13486f7b37a8269d48f077a0acd2258a,619,PRINTS,PR00454,ETS domain signature,234,252,1.5E-26,T,19-11-2025,IPR000418,Ets domain,GO:0003700(InterPro)|GO:0006355(InterPro)|GO:0043565(InterPro),Reactome:R-BTA-2559585|Reactome:R-BTA-8939247|Reactome:R-CEL-2559585|Reactome:R-CEL-8939245|Reactome:R-DME-2151201|Reactome:R-DME-2559585|Reactome:R-DME-5687128|Reactome:R-DME-8939245|Reactome:R-DME-8939247|Reactome:R-HSA-1912408|Reactome:R-HSA-198753|Reactome:R-HSA-2151201|Reactome:R-HSA-2559585|Reactome:R-HSA-5687128|Reactome:R-HSA-8939236|Reactome:R-HSA-8939245|Reactome:R-HSA-8939247|Reactome:R-HSA-9031628|Reactome:R-HSA-9609690|Reactome:R-HSA-9616222|Reactome:R-HSA-9634638|Reactome:R-HSA-9673768|Reactome:R-HSA-9703465|Reactome:R-MMU-1912408|Reactome:R-MMU-2151201|Reactome:R-MMU-2559585|Reactome:R-MMU-5687128|Reactome:R-MMU-8939245|Reactome:R-MMU-8939247|Reactome:R-RNO-1912408|Reactome:R-RNO-2559585
224,ELF1,13486f7b37a8269d48f077a0acd2258a,619,PRINTS,PR00454,ETS domain signature,253,271,1.5E-26,T,19-11-2025,IPR000418,Ets domain,GO:0003700(InterPro)|GO:0006355(InterPro)|GO:0043565(InterPro),Reactome:R-BTA-2559585|Reactome:R-BTA-8939247|Reactome:R-CEL-2559585|Reactome:R-CEL-8939245|Reactome:R-DME-2151201|Reactome:R-DME-2559585|Reactome:R-DME-5687128|Reactome:R-DME-8939245|Reactome:R-DME-8939247|Reactome:R-HSA-1912408|Reactome:R-HSA-198753|Reactome:R-HSA-2151201|Reactome:R-HSA-2559585|Reactome:R-HSA-5687128|Reactome:R-HSA-8939236|Reactome:R-HSA-8939245|Reactome:R-HSA-8939247|Reactome:R-HSA-9031628|Reactome:R-HSA-9609690|Reactome:R-HSA-9616222|Reactome:R-HSA-9634638|Reactome:R-HSA-9673768|Reactome:R-HSA-9703465|Reactome:R-MMU-1912408|Reactome:R-MMU-2151201|Reactome:R-MMU-2559585|Reactome:R-MMU-5687128|Reactome:R-MMU-8939245|Reactome:R-MMU-8939247|Reactome:R-RNO-1912408|Reactome:R-RNO-2559585
225,ELF1,13486f7b37a8269d48f077a0acd2258a,619,PRINTS,PR00454,ETS domain signature,272,290,1.5E-26,T,19-11-2025,IPR000418,Ets domain,GO:0003700(InterPro)|GO:0006355(InterPro)|GO:0043565(InterPro),Reactome:R-BTA-2559585|Reactome:R-BTA-8939247|Reactome:R-CEL-2559585|Reactome:R-CEL-8939245|Reactome:R-DME-2151201|Reactome:R-DME-2559585|Reactome:R-DME-5687128|Reactome:R-DME-8939245|Reactome:R-DME-8939247|Reactome:R-HSA-1912408|Reactome:R-HSA-198753|Reactome:R-HSA-2151201|Reactome:R-HSA-2559585|Reactome:R-HSA-5687128|Reactome:R-HSA-8939236|Reactome:R-HSA-8939245|Reactome:R-HSA-8939247|Reactome:R-HSA-9031628|Reactome:R-HSA-9609690|Reactome:R-HSA-9616222|Reactome:R-HSA-9634638|Reactome:R-HSA-9673768|Reactome:R-HSA-9703465|Reactome:R-MMU-1912408|Reactome:R-MMU-2151201|Reactome:R-MMU-2559585|Reactome:R-MMU-5687128|Reactome:R-MMU-8939245|Reactome:R-MMU-8939247|Reactome:R-RNO-1912408|Reactome:R-RNO-2559585
226,ELF1,13486f7b37a8269d48f077a0acd2258a,619,MobiDBLite,mobidb-lite,consensus disorder prediction,568,586,-,T,19-11-2025,-,-,-,-
227,ELF1,13486f7b37a8269d48f077a0acd2258a,619,SMART,SM00413,etsneu2,207,294,7.1E-52,T,19-11-2025,IPR000418,Ets domain,GO:0003700(InterPro)|GO:0006355(InterPro)|GO:0043565(InterPro),Reactome:R-BTA-2559585|Reactome:R-BTA-8939247|Reactome:R-CEL-2559585|Reactome:R-CEL-8939245|Reactome:R-DME-2151201|Reactome:R-DME-2559585|Reactome:R-DME-5687128|Reactome:R-DME-8939245|Reactome:R-DME-8939247|Reactome:R-HSA-1912408|Reactome:R-HSA-198753|Reactome:R-HSA-2151201|Reactome:R-HSA-2559585|Reactome:R-HSA-5687128|Reactome:R-HSA-8939236|Reactome:R-HSA-8939245|Reactome:R-HSA-8939247|Reactome:R-HSA-9031628|Reactome:R-HSA-9609690|Reactome:R-HSA-9616222|Reactome:R-HSA-9634638|Reactome:R-HSA-9673768|Reactome:R-HSA-9703465|Reactome:R-MMU-1912408|Reactome:R-MMU-2151201|Reactome:R-MMU-2559585|Reactome:R-MMU-5687128|Reactome:R-MMU-8939245|Reactome:R-MMU-8939247|Reactome:R-RNO-1912408|Reactome:R-RNO-2559585
228,ELF1,13486f7b37a8269d48f077a0acd2258a,619,PANTHER,PTHR11849,ETS,157,301,6.6E-47,T,19-11-2025,IPR046328,ETS family,GO:0000981(PANTHER)|GO:0003700(InterPro)|GO:0005634(PANTHER)|GO:0006357(InterPro)|GO:0006357(PANTHER)|GO:0030154(PANTHER),Reactome:R-BTA-2559585|Reactome:R-BTA-8939247|Reactome:R-CEL-2559585|Reactome:R-CEL-8939245|Reactome:R-DME-2151201|Reactome:R-DME-2559585|Reactome:R-DME-5687128|Reactome:R-DME-8939245|Reactome:R-DME-8939247|Reactome:R-HSA-1912408|Reactome:R-HSA-198753|Reactome:R-HSA-2151201|Reactome:R-HSA-2559585|Reactome:R-HSA-5687128|Reactome:R-HSA-8939236|Reactome:R-HSA-8939245|Reactome:R-HSA-8939247|Reactome:R-HSA-9031628|Reactome:R-HSA-9609690|Reactome:R-HSA-9616222|Reactome:R-HSA-9634638|Reactome:R-HSA-9673768|Reactome:R-HSA-9703465|Reactome:R-MMU-1912408|Reactome:R-MMU-2151201|Reactome:R-MMU-2559585|Reactome:R-MMU-5687128|Reactome:R-MMU-8939245|Reactome:R-MMU-8939247|Reactome:R-RNO-1912408|Reactome:R-RNO-2559585
229,ELF1,13486f7b37a8269d48f077a0acd2258a,619,ProSitePatterns,PS00345,Ets-domain signature 1.,210,218,-,T,19-11-2025,IPR000418,Ets domain,GO:0003700(InterPro)|GO:0006355(InterPro)|GO:0043565(InterPro),Reactome:R-BTA-2559585|Reactome:R-BTA-8939247|Reactome:R-CEL-2559585|Reactome:R-CEL-8939245|Reactome:R-DME-2151201|Reactome:R-DME-2559585|Reactome:R-DME-5687128|Reactome:R-DME-8939245|Reactome:R-DME-8939247|Reactome:R-HSA-1912408|Reactome:R-HSA-198753|Reactome:R-HSA-2151201|Reactome:R-HSA-2559585|Reactome:R-HSA-5687128|Reactome:R-HSA-8939236|Reactome:R-HSA-8939245|Reactome:R-HSA-8939247|Reactome:R-HSA-9031628|Reactome:R-HSA-9609690|Reactome:R-HSA-9616222|Reactome:R-HSA-9634638|Reactome:R-HSA-9673768|Reactome:R-HSA-9703465|Reactome:R-MMU-1912408|Reactome:R-MMU-2151201|Reactome:R-MMU-2559585|Reactome:R-MMU-5687128|Reactome:R-MMU-8939245|Reactome:R-MMU-8939247|Reactome:R-RNO-1912408|Reactome:R-RNO-2559585
230,ELF1,13486f7b37a8269d48f077a0acd2258a,619,MobiDBLite,mobidb-lite,consensus disorder prediction,305,321,-,T,19-11-2025,-,-,-,-
231,ELF1,13486f7b37a8269d48f077a0acd2258a,619,MobiDBLite,mobidb-lite,consensus disorder prediction,173,182,-,T,19-11-2025,-,-,-,-
232,ELF1,13486f7b37a8269d48f077a0acd2258a,619,Pfam,PF00178,Ets-domain,210,289,3.8E-30,T,19-11-2025,IPR000418,Ets domain,GO:0003700(InterPro)|GO:0006355(InterPro)|GO:0043565(InterPro),Reactome:R-BTA-2559585|Reactome:R-BTA-8939247|Reactome:R-CEL-2559585|Reactome:R-CEL-8939245|Reactome:R-DME-2151201|Reactome:R-DME-2559585|Reactome:R-DME-5687128|Reactome:R-DME-8939245|Reactome:R-DME-8939247|Reactome:R-HSA-1912408|Reactome:R-HSA-198753|Reactome:R-HSA-2151201|Reactome:R-HSA-2559585|Reactome:R-HSA-5687128|Reactome:R-HSA-8939236|Reactome:R-HSA-8939245|Reactome:R-HSA-8939247|Reactome:R-HSA-9031628|Reactome:R-HSA-9609690|Reactome:R-HSA-9616222|Reactome:R-HSA-9634638|Reactome:R-HSA-9673768|Reactome:R-HSA-9703465|Reactome:R-MMU-1912408|Reactome:R-MMU-2151201|Reactome:R-MMU-2559585|Reactome:R-MMU-5687128|Reactome:R-MMU-8939245|Reactome:R-MMU-8939247|Reactome:R-RNO-1912408|Reactome:R-RNO-2559585
233,ELF1,13486f7b37a8269d48f077a0acd2258a,619,FunFam,G3DSA:1.10.10.10:FF:000066,ETS-related transcription factor Elf-2 isoform X1,169,309,3.2E-84,T,19-11-2025,-,-,-,-
234,ELF1,13486f7b37a8269d48f077a0acd2258a,619,Pfam,PF12310,Transcription factor protein N terminal,2,111,7.7E-41,T,19-11-2025,IPR022084,"Transcription factor Elf, N-terminal",-,Reactome:R-BTA-8939247|Reactome:R-HSA-8939245|Reactome:R-HSA-8939247|Reactome:R-MMU-8939245|Reactome:R-MMU-8939247
