,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
781,HOXA11,d6be7712baf6dc42dd2d25efdd6937fa,314,SMART,SM00389,HOX_1,241,303,1.3E-23,T,19-11-2025,IPR001356,Homeodomain,GO:0003677(InterPro),Reactome:R-BTA-1660661|Reactome:R-CEL-2173795|Reactome:R-CEL-373752|Reactome:R-CEL-418885|Reactome:R-CEL-418886|Reactome:R-CEL-4551638|Reactome:R-DDI-8951664|Reactome:R-DDI-983168|Reactome:R-DME-3214847|Reactome:R-DME-373752|Reactome:R-DME-390193|Reactome:R-DME-418885|Reactome:R-DME-418886|Reactome:R-DME-6804759|Reactome:R-DME-6807505|Reactome:R-DME-8853884|Reactome:R-DME-8941855|Reactome:R-DME-9018519|Reactome:R-DME-9762293|Reactome:R-DRE-373752|Reactome:R-DRE-418885|Reactome:R-DRE-418886|Reactome:R-DRE-9762293|Reactome:R-GGA-9762293|Reactome:R-HSA-111465|Reactome:R-HSA-1660661|Reactome:R-HSA-1839117|Reactome:R-HSA-2032785|Reactome:R-HSA-210744|Reactome:R-HSA-210745|Reactome:R-HSA-210746|Reactome:R-HSA-210747|Reactome:R-HSA-2173795|Reactome:R-HSA-2173796|Reactome:R-HSA-2559582|Reactome:R-HSA-2892245|Reactome:R-HSA-2892247|Reactome:R-HSA-3214847|Reactome:R-HSA-381771|Reactome:R-HSA-400511|Reactome:R-HSA-452723|Reactome:R-HSA-4551638|Reactome:R-HSA-5578768|Reactome:R-HSA-5617472|Reactome:R-HSA-5655302|Reactome:R-HSA-6785807|Reactome:R-HSA-6804759|Reactome:R-HSA-6807505|Reactome:R-HSA-749476|Reactome:R-HSA-76071|Reactome:R-HSA-8853884|Reactome:R-HSA-8866906|Reactome:R-HSA-8939902|Reactome:R-HSA-8940973|Reactome:R-HSA-8941855|Reactome:R-HSA-9010553|Reactome:R-HSA-9013508|Reactome:R-HSA-9018519|Reactome:R-HSA-9619665|Reactome:R-HSA-9725554|Reactome:R-HSA-9733709|Reactome:R-HSA-9752946|Reactome:R-HSA-9754189|Reactome:R-HSA-9761174|Reactome:R-HSA-9762293|Reactome:R-HSA-9796292|Reactome:R-HSA-9819196|Reactome:R-HSA-9823730|Reactome:R-HSA-9823739|Reactome:R-HSA-9824594|Reactome:R-HSA-9827857|Reactome:R-HSA-9830364|Reactome:R-HSA-9830674|Reactome:R-HSA-9831926|Reactome:R-HSA-9832991|Reactome:R-HSA-9834899|Reactome:R-HSA-9856649|Reactome:R-HSA-9925561|Reactome:R-HSA-9926550|Reactome:R-MMU-111465|Reactome:R-MMU-1660661|Reactome:R-MMU-2173795|Reactome:R-MMU-3214847|Reactome:R-MMU-4551638|Reactome:R-MMU-6804759|Reactome:R-MMU-6807505|Reactome:R-MMU-76071|Reactome:R-MMU-8941855|Reactome:R-MMU-9762293|Reactome:R-RNO-6804759|Reactome:R-RNO-6807505|Reactome:R-RNO-76071|Reactome:R-RNO-9018519|Reactome:R-XTR-373752|Reactome:R-XTR-418885|Reactome:R-XTR-418886|Reactome:R-XTR-6807505
782,HOXA11,d6be7712baf6dc42dd2d25efdd6937fa,314,MobiDBLite,mobidb-lite,consensus disorder prediction,168,193,-,T,19-11-2025,-,-,-,-
783,HOXA11,d6be7712baf6dc42dd2d25efdd6937fa,314,MobiDBLite,mobidb-lite,consensus disorder prediction,154,246,-,T,19-11-2025,-,-,-,-
784,HOXA11,d6be7712baf6dc42dd2d25efdd6937fa,314,MobiDBLite,mobidb-lite,consensus disorder prediction,207,217,-,T,19-11-2025,-,-,-,-
785,HOXA11,d6be7712baf6dc42dd2d25efdd6937fa,314,Pfam,PF12045,Protein of unknown function (DUF3528),25,152,3.5E-54,T,19-11-2025,IPR021918,"Domain of unknown function DUF3528, homeobox protein, eukaryotic",-,Reactome:R-HSA-9830674
786,HOXA11,d6be7712baf6dc42dd2d25efdd6937fa,314,SUPERFAMILY,SSF46689,Homeodomain-like,220,301,1.41E-25,T,19-11-2025,IPR009057,Homedomain-like superfamily,-,Reactome:R-BTA-110330|Reactome:R-BTA-110331|Reactome:R-BTA-1660661|Reactome:R-BTA-171306|Reactome:R-BTA-171319|Reactome:R-BTA-174411|Reactome:R-BTA-174414|Reactome:R-BTA-174417|Reactome:R-BTA-174430|Reactome:R-BTA-174437|Reactome:R-BTA-2559586|Reactome:R-BTA-3371453|Reactome:R-BTA-72163|Reactome:R-BTA-9670095|Reactome:R-BTA-9772755|Reactome:R-CEL-2173795|Reactome:R-CEL-3214842|Reactome:R-CEL-373752|Reactome:R-CEL-418885|Reactome:R-CEL-418886|Reactome:R-CEL-4551638|Reactome:R-CEL-5250924|Reactome:R-CEL-6807505|Reactome:R-CEL-8939245|Reactome:R-DDI-5689901|Reactome:R-DDI-6807505|Reactome:R-DDI-72163|Reactome:R-DDI-8951664|Reactome:R-DDI-983168|Reactome:R-DME-3214815|Reactome:R-DME-3214847|Reactome:R-DME-373752|Reactome:R-DME-390193|Reactome:R-DME-418885|Reactome:R-DME-418886|Reactome:R-DME-5625886|Reactome:R-DME-5689880|Reactome:R-DME-6804759|Reactome:R-DME-6807505|Reactome:R-DME-8853884|Reactome:R-DME-8939245|Reactome:R-DME-8941855|Reactome:R-DME-9018519|Reactome:R-DME-9762293|Reactome:R-DME-983231|Reactome:R-DRE-3371453|Reactome:R-DRE-373752|Reactome:R-DRE-418885|Reactome:R-DRE-418886|Reactome:R-DRE-5689880|Reactome:R-DRE-5689901|Reactome:R-DRE-9762293|Reactome:R-GGA-418124|Reactome:R-GGA-9762293|Reactome:R-HSA-110328|Reactome:R-HSA-110329|Reactome:R-HSA-110330|Reactome:R-HSA-110331|Reactome:R-HSA-111465|Reactome:R-HSA-1221632|Reactome:R-HSA-1251985|Reactome:R-HSA-1362300|Reactome:R-HSA-1368071|Reactome:R-HSA-156711|Reactome:R-HSA-1660661|Reactome:R-HSA-171306|Reactome:R-HSA-171319|Reactome:R-HSA-174411|Reactome:R-HSA-174414|Reactome:R-HSA-174417|Reactome:R-HSA-174430|Reactome:R-HSA-174437|Reactome:R-HSA-1839117|Reactome:R-HSA-1989781|Reactome:R-HSA-2032785|Reactome:R-HSA-210744|Reactome:R-HSA-210745|Reactome:R-HSA-210746|Reactome:R-HSA-210747|Reactome:R-HSA-2122947|Reactome:R-HSA-2151201|Reactome:R-HSA-2173795|Reactome:R-HSA-2173796|Reactome:R-HSA-2559582|Reactome:R-HSA-2559586|Reactome:R-HSA-2644606|Reactome:R-HSA-2892245|Reactome:R-HSA-2892247|Reactome:R-HSA-2894862|Reactome:R-HSA-3214815|Reactome:R-HSA-3214842|Reactome:R-HSA-3214847|Reactome:R-HSA-3214858|Reactome:R-HSA-3232118|Reactome:R-HSA-3371453|Reactome:R-HSA-350054|Reactome:R-HSA-381340|Reactome:R-HSA-381771|Reactome:R-HSA-383280|Reactome:R-HSA-3899300|Reactome:R-HSA-400206|Reactome:R-HSA-400253|Reactome:R-HSA-400511|Reactome:R-HSA-427389|Reactome:R-HSA-427413|Reactome:R-HSA-452723|Reactome:R-HSA-4551638|Reactome:R-HSA-5250924|Reactome:R-HSA-5578768|Reactome:R-HSA-5601884|Reactome:R-HSA-5617472|Reactome:R-HSA-5625886|Reactome:R-HSA-5655302|Reactome:R-HSA-5689603|Reactome:R-HSA-5689880|Reactome:R-HSA-5689901|Reactome:R-HSA-5693565|Reactome:R-HSA-606279|Reactome:R-HSA-6785807|Reactome:R-HSA-6804758|Reactome:R-HSA-6804759|Reactome:R-HSA-6807505|Reactome:R-HSA-72163|Reactome:R-HSA-73762|Reactome:R-HSA-749476|Reactome:R-HSA-76061|Reactome:R-HSA-76066|Reactome:R-HSA-76071|Reactome:R-HSA-8853884|Reactome:R-HSA-8866906|Reactome:R-HSA-8869496|Reactome:R-HSA-8939236|Reactome:R-HSA-8939243|Reactome:R-HSA-8939245|Reactome:R-HSA-8939902|Reactome:R-HSA-8940973|Reactome:R-HSA-8941855|Reactome:R-HSA-8943724|Reactome:R-HSA-9010553|Reactome:R-HSA-9013508|Reactome:R-HSA-9018519|Reactome:R-HSA-9022537|Reactome:R-HSA-9022692|Reactome:R-HSA-9029569|Reactome:R-HSA-9609690|Reactome:R-HSA-9616222|Reactome:R-HSA-9619665|Reactome:R-HSA-9623433|Reactome:R-HSA-9670095|Reactome:R-HSA-9679191|Reactome:R-HSA-9707564|Reactome:R-HSA-9707616|Reactome:R-HSA-9725554|Reactome:R-HSA-9733709|Reactome:R-HSA-9752946|Reactome:R-HSA-9754189|Reactome:R-HSA-9761174|Reactome:R-HSA-9762293|Reactome:R-HSA-9772755|Reactome:R-HSA-9796292|Reactome:R-HSA-9819196|Reactome:R-HSA-9823730|Reactome:R-HSA-9823739|Reactome:R-HSA-9824585|Reactome:R-HSA-9824594|Reactome:R-HSA-9827857|Reactome:R-HSA-9830364|Reactome:R-HSA-9830674|Reactome:R-HSA-9831926|Reactome:R-HSA-983231|Reactome:R-HSA-9832991|Reactome:R-HSA-9834899|Reactome:R-HSA-9841922|Reactome:R-HSA-9843940|Reactome:R-HSA-9844594|Reactome:R-HSA-9845323|Reactome:R-HSA-9856649|Reactome:R-HSA-9925561|Reactome:R-HSA-9926550|Reactome:R-MMU-110330|Reactome:R-MMU-110331|Reactome:R-MMU-111465|Reactome:R-MMU-1660661|Reactome:R-MMU-171319|Reactome:R-MMU-174411|Reactome:R-MMU-174414|Reactome:R-MMU-174417|Reactome:R-MMU-174430|Reactome:R-MMU-174437|Reactome:R-MMU-2173795|Reactome:R-MMU-2559586|Reactome:R-MMU-3214815|Reactome:R-MMU-3214842|Reactome:R-MMU-3214847|Reactome:R-MMU-3214858|Reactome:R-MMU-3232118|Reactome:R-MMU-3371453|Reactome:R-MMU-350054|Reactome:R-MMU-381340|Reactome:R-MMU-383280|Reactome:R-MMU-400206|Reactome:R-MMU-4551638|Reactome:R-MMU-5250924|Reactome:R-MMU-5689603|Reactome:R-MMU-5689901|Reactome:R-MMU-5693565|Reactome:R-MMU-606279|Reactome:R-MMU-6804758|Reactome:R-MMU-6804759|Reactome:R-MMU-6807505|Reactome:R-MMU-72163|Reactome:R-MMU-73762|Reactome:R-MMU-76061|Reactome:R-MMU-76066|Reactome:R-MMU-76071|Reactome:R-MMU-8939243|Reactome:R-MMU-8939245|Reactome:R-MMU-8941855|Reactome:R-MMU-8943724|Reactome:R-MMU-9018519|Reactome:R-MMU-9029569|Reactome:R-MMU-9623433|Reactome:R-MMU-9670095|Reactome:R-MMU-9707564|Reactome:R-MMU-9762293|Reactome:R-MMU-9772755|Reactome:R-MMU-983231|Reactome:R-MMU-9841922|Reactome:R-RNO-110330|Reactome:R-RNO-110331|Reactome:R-RNO-171319|Reactome:R-RNO-174411|Reactome:R-RNO-174414|Reactome:R-RNO-174417|Reactome:R-RNO-174430|Reactome:R-RNO-174437|Reactome:R-RNO-2559586|Reactome:R-RNO-3214815|Reactome:R-RNO-3232118|Reactome:R-RNO-3371453|Reactome:R-RNO-6804759|Reactome:R-RNO-6807505|Reactome:R-RNO-72163|Reactome:R-RNO-73762|Reactome:R-RNO-76071|Reactome:R-RNO-8943724|Reactome:R-RNO-9018519|Reactome:R-RNO-9772755|Reactome:R-SCE-3214815|Reactome:R-SCE-383280|Reactome:R-SCE-5689880|Reactome:R-SCE-76066|Reactome:R-SPO-174437|Reactome:R-SPO-3214842|Reactome:R-SPO-3214858|Reactome:R-SPO-5625886|Reactome:R-SPO-5689880|Reactome:R-SPO-72163|Reactome:R-SPO-76061|Reactome:R-SPO-76066|Reactome:R-SPO-9018519|Reactome:R-XTR-110330|Reactome:R-XTR-110331|Reactome:R-XTR-171306|Reactome:R-XTR-171319|Reactome:R-XTR-174411|Reactome:R-XTR-2559586|Reactome:R-XTR-3371453|Reactome:R-XTR-350054|Reactome:R-XTR-373752|Reactome:R-XTR-383280|Reactome:R-XTR-400206|Reactome:R-XTR-418885|Reactome:R-XTR-418886|Reactome:R-XTR-6807505|Reactome:R-XTR-9029569|Reactome:R-XTR-9623433|Reactome:R-XTR-9841922
787,HOXA11,d6be7712baf6dc42dd2d25efdd6937fa,314,CDD,cd00086,homeodomain,242,298,5.96815E-22,T,19-11-2025,IPR001356,Homeodomain,GO:0003677(InterPro),Reactome:R-BTA-1660661|Reactome:R-CEL-2173795|Reactome:R-CEL-373752|Reactome:R-CEL-418885|Reactome:R-CEL-418886|Reactome:R-CEL-4551638|Reactome:R-DDI-8951664|Reactome:R-DDI-983168|Reactome:R-DME-3214847|Reactome:R-DME-373752|Reactome:R-DME-390193|Reactome:R-DME-418885|Reactome:R-DME-418886|Reactome:R-DME-6804759|Reactome:R-DME-6807505|Reactome:R-DME-8853884|Reactome:R-DME-8941855|Reactome:R-DME-9018519|Reactome:R-DME-9762293|Reactome:R-DRE-373752|Reactome:R-DRE-418885|Reactome:R-DRE-418886|Reactome:R-DRE-9762293|Reactome:R-GGA-9762293|Reactome:R-HSA-111465|Reactome:R-HSA-1660661|Reactome:R-HSA-1839117|Reactome:R-HSA-2032785|Reactome:R-HSA-210744|Reactome:R-HSA-210745|Reactome:R-HSA-210746|Reactome:R-HSA-210747|Reactome:R-HSA-2173795|Reactome:R-HSA-2173796|Reactome:R-HSA-2559582|Reactome:R-HSA-2892245|Reactome:R-HSA-2892247|Reactome:R-HSA-3214847|Reactome:R-HSA-381771|Reactome:R-HSA-400511|Reactome:R-HSA-452723|Reactome:R-HSA-4551638|Reactome:R-HSA-5578768|Reactome:R-HSA-5617472|Reactome:R-HSA-5655302|Reactome:R-HSA-6785807|Reactome:R-HSA-6804759|Reactome:R-HSA-6807505|Reactome:R-HSA-749476|Reactome:R-HSA-76071|Reactome:R-HSA-8853884|Reactome:R-HSA-8866906|Reactome:R-HSA-8939902|Reactome:R-HSA-8940973|Reactome:R-HSA-8941855|Reactome:R-HSA-9010553|Reactome:R-HSA-9013508|Reactome:R-HSA-9018519|Reactome:R-HSA-9619665|Reactome:R-HSA-9725554|Reactome:R-HSA-9733709|Reactome:R-HSA-9752946|Reactome:R-HSA-9754189|Reactome:R-HSA-9761174|Reactome:R-HSA-9762293|Reactome:R-HSA-9796292|Reactome:R-HSA-9819196|Reactome:R-HSA-9823730|Reactome:R-HSA-9823739|Reactome:R-HSA-9824594|Reactome:R-HSA-9827857|Reactome:R-HSA-9830364|Reactome:R-HSA-9830674|Reactome:R-HSA-9831926|Reactome:R-HSA-9832991|Reactome:R-HSA-9834899|Reactome:R-HSA-9856649|Reactome:R-HSA-9925561|Reactome:R-HSA-9926550|Reactome:R-MMU-111465|Reactome:R-MMU-1660661|Reactome:R-MMU-2173795|Reactome:R-MMU-3214847|Reactome:R-MMU-4551638|Reactome:R-MMU-6804759|Reactome:R-MMU-6807505|Reactome:R-MMU-76071|Reactome:R-MMU-8941855|Reactome:R-MMU-9762293|Reactome:R-RNO-6804759|Reactome:R-RNO-6807505|Reactome:R-RNO-76071|Reactome:R-RNO-9018519|Reactome:R-XTR-373752|Reactome:R-XTR-418885|Reactome:R-XTR-418886|Reactome:R-XTR-6807505
788,HOXA11,d6be7712baf6dc42dd2d25efdd6937fa,314,PRINTS,PR00024,Homeobox signature,278,288,4.7E-5,T,19-11-2025,IPR020479,"Homeodomain, metazoa",GO:0003677(InterPro),Reactome:R-DME-8853884|Reactome:R-DRE-9762293|Reactome:R-GGA-9762293|Reactome:R-HSA-2032785|Reactome:R-HSA-210745|Reactome:R-HSA-210746|Reactome:R-HSA-210747|Reactome:R-HSA-381771|Reactome:R-HSA-5578768|Reactome:R-HSA-5617472|Reactome:R-HSA-8939902|Reactome:R-HSA-9010553|Reactome:R-HSA-9733709|Reactome:R-HSA-9762293|Reactome:R-HSA-9823739|Reactome:R-HSA-9830364|Reactome:R-HSA-9830674|Reactome:R-HSA-9832991|Reactome:R-HSA-9834899|Reactome:R-HSA-9925561|Reactome:R-MMU-9762293
789,HOXA11,d6be7712baf6dc42dd2d25efdd6937fa,314,PRINTS,PR00024,Homeobox signature,263,274,4.7E-5,T,19-11-2025,IPR020479,"Homeodomain, metazoa",GO:0003677(InterPro),Reactome:R-DME-8853884|Reactome:R-DRE-9762293|Reactome:R-GGA-9762293|Reactome:R-HSA-2032785|Reactome:R-HSA-210745|Reactome:R-HSA-210746|Reactome:R-HSA-210747|Reactome:R-HSA-381771|Reactome:R-HSA-5578768|Reactome:R-HSA-5617472|Reactome:R-HSA-8939902|Reactome:R-HSA-9010553|Reactome:R-HSA-9733709|Reactome:R-HSA-9762293|Reactome:R-HSA-9823739|Reactome:R-HSA-9830364|Reactome:R-HSA-9830674|Reactome:R-HSA-9832991|Reactome:R-HSA-9834899|Reactome:R-HSA-9925561|Reactome:R-MMU-9762293
790,HOXA11,d6be7712baf6dc42dd2d25efdd6937fa,314,PRINTS,PR00024,Homeobox signature,288,297,4.7E-5,T,19-11-2025,IPR020479,"Homeodomain, metazoa",GO:0003677(InterPro),Reactome:R-DME-8853884|Reactome:R-DRE-9762293|Reactome:R-GGA-9762293|Reactome:R-HSA-2032785|Reactome:R-HSA-210745|Reactome:R-HSA-210746|Reactome:R-HSA-210747|Reactome:R-HSA-381771|Reactome:R-HSA-5578768|Reactome:R-HSA-5617472|Reactome:R-HSA-8939902|Reactome:R-HSA-9010553|Reactome:R-HSA-9733709|Reactome:R-HSA-9762293|Reactome:R-HSA-9823739|Reactome:R-HSA-9830364|Reactome:R-HSA-9830674|Reactome:R-HSA-9832991|Reactome:R-HSA-9834899|Reactome:R-HSA-9925561|Reactome:R-MMU-9762293
791,HOXA11,d6be7712baf6dc42dd2d25efdd6937fa,314,ProSiteProfiles,PS50071,'Homeobox' domain profile.,239,299,20.195963,T,19-11-2025,IPR001356,Homeodomain,GO:0003677(InterPro),Reactome:R-BTA-1660661|Reactome:R-CEL-2173795|Reactome:R-CEL-373752|Reactome:R-CEL-418885|Reactome:R-CEL-418886|Reactome:R-CEL-4551638|Reactome:R-DDI-8951664|Reactome:R-DDI-983168|Reactome:R-DME-3214847|Reactome:R-DME-373752|Reactome:R-DME-390193|Reactome:R-DME-418885|Reactome:R-DME-418886|Reactome:R-DME-6804759|Reactome:R-DME-6807505|Reactome:R-DME-8853884|Reactome:R-DME-8941855|Reactome:R-DME-9018519|Reactome:R-DME-9762293|Reactome:R-DRE-373752|Reactome:R-DRE-418885|Reactome:R-DRE-418886|Reactome:R-DRE-9762293|Reactome:R-GGA-9762293|Reactome:R-HSA-111465|Reactome:R-HSA-1660661|Reactome:R-HSA-1839117|Reactome:R-HSA-2032785|Reactome:R-HSA-210744|Reactome:R-HSA-210745|Reactome:R-HSA-210746|Reactome:R-HSA-210747|Reactome:R-HSA-2173795|Reactome:R-HSA-2173796|Reactome:R-HSA-2559582|Reactome:R-HSA-2892245|Reactome:R-HSA-2892247|Reactome:R-HSA-3214847|Reactome:R-HSA-381771|Reactome:R-HSA-400511|Reactome:R-HSA-452723|Reactome:R-HSA-4551638|Reactome:R-HSA-5578768|Reactome:R-HSA-5617472|Reactome:R-HSA-5655302|Reactome:R-HSA-6785807|Reactome:R-HSA-6804759|Reactome:R-HSA-6807505|Reactome:R-HSA-749476|Reactome:R-HSA-76071|Reactome:R-HSA-8853884|Reactome:R-HSA-8866906|Reactome:R-HSA-8939902|Reactome:R-HSA-8940973|Reactome:R-HSA-8941855|Reactome:R-HSA-9010553|Reactome:R-HSA-9013508|Reactome:R-HSA-9018519|Reactome:R-HSA-9619665|Reactome:R-HSA-9725554|Reactome:R-HSA-9733709|Reactome:R-HSA-9752946|Reactome:R-HSA-9754189|Reactome:R-HSA-9761174|Reactome:R-HSA-9762293|Reactome:R-HSA-9796292|Reactome:R-HSA-9819196|Reactome:R-HSA-9823730|Reactome:R-HSA-9823739|Reactome:R-HSA-9824594|Reactome:R-HSA-9827857|Reactome:R-HSA-9830364|Reactome:R-HSA-9830674|Reactome:R-HSA-9831926|Reactome:R-HSA-9832991|Reactome:R-HSA-9834899|Reactome:R-HSA-9856649|Reactome:R-HSA-9925561|Reactome:R-HSA-9926550|Reactome:R-MMU-111465|Reactome:R-MMU-1660661|Reactome:R-MMU-2173795|Reactome:R-MMU-3214847|Reactome:R-MMU-4551638|Reactome:R-MMU-6804759|Reactome:R-MMU-6807505|Reactome:R-MMU-76071|Reactome:R-MMU-8941855|Reactome:R-MMU-9762293|Reactome:R-RNO-6804759|Reactome:R-RNO-6807505|Reactome:R-RNO-76071|Reactome:R-RNO-9018519|Reactome:R-XTR-373752|Reactome:R-XTR-418885|Reactome:R-XTR-418886|Reactome:R-XTR-6807505
792,HOXA11,d6be7712baf6dc42dd2d25efdd6937fa,314,FunFam,G3DSA:1.10.10.60:FF:000166,homeobox protein Hox-C11,204,303,1.3E-50,T,19-11-2025,-,-,-,-
793,HOXA11,d6be7712baf6dc42dd2d25efdd6937fa,314,ProSitePatterns,PS00027,'Homeobox' domain signature.,274,297,-,T,19-11-2025,IPR017970,"Homeobox, conserved site",GO:0000981(InterPro)|GO:0006355(InterPro),Reactome:R-CEL-2173795|Reactome:R-CEL-373752|Reactome:R-CEL-418885|Reactome:R-CEL-418886|Reactome:R-DDI-8951664|Reactome:R-DDI-983168|Reactome:R-DME-3214847|Reactome:R-DME-373752|Reactome:R-DME-418885|Reactome:R-DME-418886|Reactome:R-DME-6804759|Reactome:R-DME-6807505|Reactome:R-DME-8853884|Reactome:R-DME-8941855|Reactome:R-DME-9018519|Reactome:R-DME-9762293|Reactome:R-DRE-373752|Reactome:R-DRE-418885|Reactome:R-DRE-418886|Reactome:R-DRE-9762293|Reactome:R-GGA-9762293|Reactome:R-HSA-1839117|Reactome:R-HSA-2032785|Reactome:R-HSA-210745|Reactome:R-HSA-210746|Reactome:R-HSA-210747|Reactome:R-HSA-2559582|Reactome:R-HSA-2892245|Reactome:R-HSA-2892247|Reactome:R-HSA-3214847|Reactome:R-HSA-381771|Reactome:R-HSA-400511|Reactome:R-HSA-452723|Reactome:R-HSA-5578768|Reactome:R-HSA-5617472|Reactome:R-HSA-5655302|Reactome:R-HSA-6785807|Reactome:R-HSA-6804759|Reactome:R-HSA-6807505|Reactome:R-HSA-749476|Reactome:R-HSA-76071|Reactome:R-HSA-8853884|Reactome:R-HSA-8866906|Reactome:R-HSA-8939902|Reactome:R-HSA-8941855|Reactome:R-HSA-9010553|Reactome:R-HSA-9013508|Reactome:R-HSA-9018519|Reactome:R-HSA-9619665|Reactome:R-HSA-9733709|Reactome:R-HSA-9752946|Reactome:R-HSA-9754189|Reactome:R-HSA-9761174|Reactome:R-HSA-9762293|Reactome:R-HSA-9819196|Reactome:R-HSA-9823730|Reactome:R-HSA-9823739|Reactome:R-HSA-9824594|Reactome:R-HSA-9827857|Reactome:R-HSA-9830364|Reactome:R-HSA-9830674|Reactome:R-HSA-9831926|Reactome:R-HSA-9832991|Reactome:R-HSA-9834899|Reactome:R-HSA-9856649|Reactome:R-HSA-9925561|Reactome:R-MMU-3214847|Reactome:R-MMU-6804759|Reactome:R-MMU-6807505|Reactome:R-MMU-76071|Reactome:R-MMU-8941855|Reactome:R-MMU-9762293|Reactome:R-RNO-6804759|Reactome:R-RNO-6807505|Reactome:R-RNO-76071|Reactome:R-RNO-9018519|Reactome:R-XTR-373752|Reactome:R-XTR-418885|Reactome:R-XTR-418886|Reactome:R-XTR-6807505
794,HOXA11,d6be7712baf6dc42dd2d25efdd6937fa,314,PANTHER,PTHR46092,HOMEOBOX PROTEIN HOX-A11-RELATED,1,313,4.8E-151,T,19-11-2025,-,-,GO:0000978(PANTHER)|GO:0000981(PANTHER)|GO:0005634(PANTHER)|GO:0006357(PANTHER)|GO:0048856(PANTHER),-
795,HOXA11,d6be7712baf6dc42dd2d25efdd6937fa,314,Gene3D,G3DSA:1.10.10.60,-,201,303,9.6E-22,T,19-11-2025,-,-,-,-
796,FLI1,a49d7eee915845a23d12e12c52193ddf,453,SMART,SM00251,SAM2_3,114,198,3.1E-41,T,19-11-2025,IPR003118,Pointed domain,GO:0043565(InterPro),Reactome:R-BTA-2559585|Reactome:R-DME-2151201|Reactome:R-DME-2559585|Reactome:R-DME-8939245|Reactome:R-HSA-1912408|Reactome:R-HSA-2151201|Reactome:R-HSA-2559585|Reactome:R-HSA-9616222|Reactome:R-HSA-9673768|Reactome:R-HSA-9703465|Reactome:R-MMU-1912408|Reactome:R-MMU-2151201|Reactome:R-MMU-2559585|Reactome:R-RNO-1912408|Reactome:R-RNO-2559585
